UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
    8402   Words
    6247   Misrecognized
   25.65%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       1        1     0.00   hurtigt
      17       17     0.00   huru
       2        2     0.00   hurudan
      10       10     0.00   hus
       1        1     0.00   husbonde
       1        1     0.00   husbã
       1        1     0.00   husen
       5        5     0.00   huset
       3        3     0.00   hushã
       1        0   100.00   hustrur
      13       13     0.00   hwad
      17       17     0.00   hwar
       1        1     0.00   hwaraf
       2        2     0.00   hwarannan
       1        1     0.00   hwaremot
       2        2     0.00   hwarest
       1        1     0.00   hwarfã
       2        2     0.00   hwarken
       2        2     0.00   hwarmed
       1        1     0.00   hwarpã
       2        2     0.00   hwars
       1        1     0.00   hwart
       3        3     0.00   hwartil
       2        2     0.00   hwem
       1        1     0.00   hwilka
       1        1     0.00   hwilkas
       1        1     0.00   hwilken
       1        1     0.00   hwilkendera
       4        4     0.00   hwilket
       1        1     0.00   hwiskat
       1        1     0.00   hwita
       3        3     0.00   hwã
       1        1     0.00   hyser
      87       85     2.30   hã
       5        4    20.00   ibland
      52       52     0.00   icke
       1        1     0.00   idoghet
       1        1     0.00   ifriga
       2        1    50.00   ifrã
       1        1     0.00   ifwer
       2        1    50.00   igen
       4        1    75.00   igenom
       1        1     0.00   igã
       1        1     0.00   ihog
       1        1     0.00   ihop
       7        6    14.29   ija
       3        3     0.00   ije
       1        1     0.00   ijelser
       2        2     0.00   ijer
       1        1     0.00   ijet
       1        1     0.00   ijsamt
       6        6     0.00   illa
       1        1     0.00   illgrep
       1        1     0.00   illmenande
       1        1     0.00   inbyggiarena
       2        1    50.00   inga
       1        1     0.00   ingalunda
      18        4    77.78   ingen
       1        1     0.00   inhemske
       1        1     0.00   inkomster
       3        0   100.00   innan
       2        1    50.00   innehã
       1        0   100.00   innerliga
       1        1     0.00   innom
       1        1     0.00   inpracticabel
       1        1     0.00   inrita
       1        1     0.00   inrã
       2        2     0.00   insatt
       1        1     0.00   insikt
       1        1     0.00   inspectorer
       1        1     0.00   insã
       2        0   100.00   intagen
       1        0   100.00   intagit
       1        1     0.00   interessen
       1        1     0.00   interesserade
      45       17    62.22   intet
       1        1     0.00   intreffningar
      10        7    30.00   ja
     112       28    75.00   jag
       1        1     0.00   jammandes
       1        1     0.00   japhets
       1        1     0.00   jemwã
       1        1     0.00   jo
       2        1    50.00   jorden
       4        1    75.00   ju
       1        1     0.00   judicer
       2        2     0.00   jungfrur
       1        0   100.00   juridiska
       1        1     0.00   jã
       6        6     0.00   k
       2        2     0.00   ka
       3        3     0.00   kade
       1        1     0.00   kalla
       2        2     0.00   kallade
       2        2     0.00   kallas
       1        1     0.00   kamerater
      21       21     0.00   kan
       1        1     0.00   kande
       1        1     0.00   kandet
       4        4     0.00   kanskie
       1        1     0.00   kappa
       1        0   100.00   kappan
       1        1     0.00   kare
       1        1     0.00   kasta
       2        2     0.00   kastade
       2        2     0.00   kastar
       1        1     0.00   kastat
       1        1     0.00   katten
       1        1     0.00   kattens
       1        1     0.00   ken
       1        1     0.00   ker
       3        3     0.00   kert
       2        2     0.00   ket
       1        1     0.00   kittlande
       1        1     0.00   kiã
       1        1     0.00   kladdrã
       1        1     0.00   klaga
       1        1     0.00   klagande
       1        1     0.00   klagowisor
       1        1     0.00   klar
       2        2     0.00   klart
       1        1     0.00   klifwa
       1        1     0.00   klippan
       1        1     0.00   klistrad
       2        2     0.00   klok
       1        1     0.00   kloka
       1        1     0.00   klokas
       1        1     0.00   klokhet
       4        4     0.00   klã
       2        2     0.00   kna
       1        1     0.00   knapp
       3        3     0.00   knapt
       2        2     0.00   knar
       1        1     0.00   knare
       1        1     0.00   kneliga
       1        1     0.00   knene
       1        1     0.00   kning
       1        1     0.00   knut
       1        1     0.00   knã
       1        1     0.00   koijan
       5        5     0.00   kom
       1        1     0.00   komma
       5        5     0.00   kommer
       4        4     0.00   kommit
       1        1     0.00   kommo
       1        1     0.00   kong
       1        1     0.00   kongens
       1        1     0.00   kongl
       1        1     0.00   kongliga
       3        3     0.00   konst
       2        2     0.00   konsten
       1        1     0.00   konstfromma
       1        1     0.00   konstiga
       1        1     0.00   konstlare
       1        0   100.00   kopparbergs
       1        1     0.00   kopparkettlor
       1        1     0.00   kortbladet
       1        1     0.00   korteligen
       1        1     0.00   korteller
       1        1     0.00   kostbart
       1        1     0.00   krade
       1        1     0.00   kraffter
       1        1     0.00   krigsbuss
       1        1     0.00   krigsbussen
       1        1     0.00   krigslyckan
       1        1     0.00   krigsman
       1        1     0.00   kringstã
       1        1     0.00   kropp
       1        1     0.00   kroppen
       1        1     0.00   kropps
       1        1     0.00   krydder
       1        1     0.00   krã
       1        1     0.00   ks
       1        1     0.00   kta
       1        1     0.00   ktar
       3        3     0.00   kte
       1        1     0.00   ktet
       2        2     0.00   ktig
       1        1     0.00   ktige
